STRUCTURE,STRUCTURE_ID,freq,unit,resid,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,CH,2019,2.6,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,CH,2020,2.8,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,CH,2021,2.5,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,CY,2011,1.4,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,CY,2012,2.4,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,CY,2013,0.5,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,CY,2014,1.2,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,CY,2015,1.6,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,CY,2016,1.8,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,CY,2017,0.9,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,CY,2018,1.6,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,CY,2019,1.7,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,CY,2020,1,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,CY,2021,1.6,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,CZ,2011,1.1,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,CZ,2012,1.1,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,CZ,2013,1,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,CZ,2014,1.1,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,CZ,2015,1,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,CZ,2016,1.3,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,CZ,2017,1.2,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,CZ,2018,1.1,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,CZ,2019,1,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,CZ,2020,1.3,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,CZ,2021,1,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,DE,2011,1.9,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,DE,2012,1.8,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,DE,2013,1.7,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,DE,2014,1.8,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,DE,2015,1.8,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,DE,2016,1.7,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,DE,2017,1.8,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,DE,2018,1.8,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,DE,2019,1.9,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,DE,2020,1.8,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,DE,2021,1.7,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,DK,2011,2.4,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,DK,2012,2.5,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,DK,2013,2.6,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,DK,2014,2.9,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,DK,2015,2.7,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,DK,2016,2.4,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,DK,2017,2.8,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,DK,2018,2.6,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,DK,2019,1.3,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,DK,2020,1.7,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EE,2011,1.1,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EE,2012,1.3,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EE,2013,0.8,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EE,2014,0.9,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EE,2015,0.9,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EE,2016,0.7,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EE,2017,0.9,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EE,2018,0.8,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EE,2019,0.4,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EE,2020,0.4,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EL,2011,1.3,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EL,2012,1.2,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EL,2013,1.8,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EL,2014,1.8,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EL,2015,1.9,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EL,2016,1.8,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EL,2017,1.6,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EL,2018,1.6,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EL,2019,1.7,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EL,2020,1.6,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,ES,2011,1.4,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,ES,2012,1.4,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,ES,2013,1.3,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,ES,2014,1.4,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,ES,2015,1.2,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,ES,2016,1.3,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,ES,2017,1.3,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,ES,2018,1.3,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,ES,2019,1.3,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,ES,2020,1.2,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,ES,2021,1.2,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EU27_2020,2011,1.9,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EU27_2020,2012,1.8,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EU27_2020,2013,1.8,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EU27_2020,2014,1.8,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EU27_2020,2015,1.8,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EU27_2020,2016,1.7,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EU27_2020,2017,1.8,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EU27_2020,2018,1.7,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EU27_2020,2019,1.7,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EU27_2020,2020,1.7,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EU28,2011,1.9,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EU28,2012,1.9,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EU28,2013,1.9,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EU28,2014,1.8,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EU28,2015,1.8,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EU28,2016,1.8,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,EU28,2017,1.8,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,FI,2011,1.3,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,FI,2012,1.2,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,FI,2013,0.9,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,FI,2014,1.1,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,FI,2015,1,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,FI,2016,1.1,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,FI,2017,1,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,FI,2018,1.2,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,FI,2019,1.2,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,FI,2020,1.1,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,FI,2021,0.9,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,FR,2011,1.6,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,FR,2012,1.7,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,FR,2013,1.7,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,FR,2014,1.7,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,FR,2015,1.8,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,FR,2016,1.8,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,FR,2017,2,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,FR,2018,1.8,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,FR,2019,2,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,FR,2020,1.8,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,FX,2011,1.5,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,FX,2012,1.6,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,FX,2013,1.6,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,FX,2014,1.6,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,FX,2015,1.6,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,FX,2016,1.6,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,FX,2017,1.7,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,FX,2018,1.6,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,FX,2019,1.7,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,FX,2020,1.5,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,HR,2011,2.4,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,HR,2012,1.9,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,HR,2013,2.3,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,HR,2014,3.1,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,HR,2015,2.2,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,HR,2016,2.1,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,HR,2017,2,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,HR,2018,2.5,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,HR,2019,2.3,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,HR,2020,2.5,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,HU,2011,2.2,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,HU,2012,2.2,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,HU,2013,2,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,HU,2014,1.7,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,HU,2015,1.7,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,HU,2016,1.5,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,HU,2017,1.4,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,HU,2018,1.6,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,HU,2019,1.4,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,HU,2020,1.3,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,HU,2021,1.4,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,IE,2011,2,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,IE,2012,2,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,IE,2013,2.2,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,IE,2014,1.8,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,IE,2015,2.2,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,IE,2016,1.8,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,IE,2017,1.6,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,IE,2018,1.6,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,IE,2019,1.6,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,IE,2020,1.8,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,IS,2011,,c
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,IS,2012,,c
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,IS,2013,,c
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,IS,2014,0.9,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,IS,2015,1.2,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,IS,2016,0,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,IS,2017,1.5,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,IS,2018,0.9,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,IS,2019,,c
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,IS,2020,1.1,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,IT,2011,1.6,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,IT,2012,1.6,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,IT,2013,1.6,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,IT,2014,1.5,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,IT,2015,1.4,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,IT,2016,1.4,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,IT,2017,1.4,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,IT,2018,1.4,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,IT,2019,1.2,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,IT,2020,1.2,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,LI,2011,0,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,LI,2013,0,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,LT,2011,2.1,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,LT,2012,1.5,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,LT,2013,1.6,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,LT,2014,1.6,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,LT,2015,1.7,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,LT,2016,1.5,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,LT,2017,1.3,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,LT,2018,1.3,
dataflow,ESTAT:HLTH_CD_APERRTO(1.0),A,RT,TOT_IN,ENEOMORRT,LT,2019,1.5,
