STRUCTURE,STRUCTURE_ID,freq,unit,facility,icha_hp,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CH,2016,40845.55,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CH,2017,40056.11,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CH,2018,39236.54,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CH,2019,39156.53,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CH,2020,38221.98,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CH,2021,38177.83,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CY,2000,63093.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CY,2001,63776.73,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CY,2002,64511.77,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CY,2003,65300.59,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CY,2004,55998.46,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CY,2005,49236.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CY,2006,50064.30,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CY,2007,27397.30,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CY,2008,28093.98,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CY,2009,29927.22,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CY,2010,30720.20,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CY,2011,31514.11,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CY,2012,30855.16,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CY,2013,30783.54,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CY,2014,30446.57,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CY,2015,30273.70,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CY,2016,29364.16,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CY,2017,29638.59,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CY,2018,30002.33,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CY,2019,28450.06,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CY,2020,26235.47,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CY,2021,26481.06,b
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CY,2022,24451.49,b
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CZ,2004,82903.26,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CZ,2005,84390.21,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CZ,2006,80621.30,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CZ,2007,82390.62,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CZ,2008,79881.56,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CZ,2009,76233.11,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CZ,2010,74286.59,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CZ,2011,73399.22,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CZ,2012,72991.56,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CZ,2013,73015.78,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CZ,2014,71117.21,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CZ,2015,69381.97,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CZ,2016,69975.71,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CZ,2017,70161.84,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CZ,2018,68580.18,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CZ,2019,67543.48,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CZ,2020,66631.37,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,CZ,2021,65661.07,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DE,1994,121913.69,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DE,1995,116350.50,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DE,1996,110397.35,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DE,1997,104369.94,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DE,1998,94633.44,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DE,1999,89336.50,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DE,2000,82293.80,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DE,2001,78653.22,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DE,2002,73519.16,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DE,2003,71211.54,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DE,2004,68478.22,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DE,2005,64885.46,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DE,2006,63172.12,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DE,2007,61392.81,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DE,2008,59759.90,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DE,2009,58004.47,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DE,2010,55870.46,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DE,2011,53912.01,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DE,2012,53724.66,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DE,2013,53407.69,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DE,2014,53242.93,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DE,2015,53008.83,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DE,2016,52384.65,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DE,2017,52182.45,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DE,2018,52772.62,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DE,2019,53264.72,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DE,2020,52434.34,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DE,2021,51166.10,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DK,2000,87534.69,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DK,2001,75475.82,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DK,2002,72647.71,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DK,2003,69109.92,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DK,2004,69288.75,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DK,2005,71308.32,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DK,2006,63224.09,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DK,2007,54073.64,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DK,2008,46954.03,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DK,2009,42485.34,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DK,2010,36497.91,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DK,2011,34386.25,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DK,2012,30555.04,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DK,2013,26737.77,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DK,2014,26746.33,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DK,2015,26683.02,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DK,2016,25686.14,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DK,2017,25285.00,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DK,2018,25299.72,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DK,2019,24847.96,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DK,2020,24814.49,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DK,2021,23149.14,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,DK,2022,23123.70,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,EE,2005,135477.50,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,EE,2006,149645.56,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,EE,2007,95762.86,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,EE,2008,74282.78,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,EE,2009,74139.72,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,EE,2010,70077.63,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,EE,2011,63211.36,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,EE,2012,60122.52,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,EE,2013,54916.52,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,EE,2014,52613.78,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,EE,2015,59791.23,b
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,EE,2016,59808.61,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,EE,2017,59881.09,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,EE,2018,55082.35,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,EE,2019,57691.22,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,EE,2020,55396.75,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,EE,2021,53237.28,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,EL,2010,65037.08,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,EL,2011,64563.37,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,EL,2012,65355.09,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,EL,2013,64882.91,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,EL,2014,61539.05,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,EL,2015,61833.62,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,EL,2016,66110.25,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,EL,2017,65577.31,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,EL,2018,65047.77,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,EL,2019,62699.31,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,EL,2020,60787.49,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,EL,2021,58717.82,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,EL,2022,55934.66,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,ES,1984,638839.40,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,ES,1988,226707.25,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,ES,1992,147764.85,b
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,ES,1993,139578.94,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,ES,1994,129669.20,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,ES,1995,121480.28,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,ES,1996,113323.44,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,ES,1997,109148.20,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,ES,1998,100058.48,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,ES,1999,88567.71,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,ES,2000,83991.44,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,ES,2001,80891.90,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,ES,2002,78172.75,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,ES,2003,77550.82,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,ES,2004,75833.74,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,ES,2005,74493.44,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,ES,2006,72663.37,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,ES,2007,69154.13,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,ES,2008,67879.03,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,ES,2009,66901.80,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,ES,2010,71327.56,b
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,ES,2011,68537.68,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,ES,2012,67396.33,
dataflow,ESTAT:HLTH_RS_MEDIM(1.0),A,HAB_P,CT_SCAN,HP1,ES,2013,65940.66,
