STRUCTURE,STRUCTURE_ID,freq,sex,age,isced11,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,FR,2007,,du
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,FR,2013,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,FR,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,HR,2007,,du
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,HR,2013,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,HR,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,HU,2007,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,HU,2013,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,HU,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,IE,2007,,du
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,IE,2013,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,IE,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,IS,2007,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,IS,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,IT,2007,1.2,d
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,IT,2013,1.2,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,IT,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,LT,2007,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,LT,2013,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,LT,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,LU,2007,13.4,du
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,LU,2013,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,LU,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,LV,2007,,du
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,LV,2013,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,LV,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,MT,2007,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,MT,2013,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,MT,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,NL,2007,1.6,
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,NL,2020,0.6,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,NO,2007,,du
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,NO,2013,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,NO,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,PL,2007,,du
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,PL,2013,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,PL,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,PT,2007,1.8,d
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,PT,2013,3.0,
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,PT,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,RO,2007,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,RO,2013,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,RO,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,SE,2007,,du
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,SE,2013,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,SE,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,SI,2007,,du
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,SI,2013,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,SI,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,SK,2007,,du
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,SK,2013,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,SK,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,TR,2013,0.6,
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,UK,2007,1.5,du
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP_M12,UK,2013,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,AT,2007,71.6,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,AT,2013,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,AT,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,BE,2007,,du
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,BE,2013,,c
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,BE,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,CH,2013,26.4,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,CH,2020,60.0,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,CY,2007,,c
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,CZ,2007,,du
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,CZ,2013,,c
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,DE,2007,,du
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,DK,2007,59.5,du
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,DK,2013,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,DK,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,EA19,2007,77.0,d
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,EA19,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,EE,2007,,du
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,EE,2013,,c
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,EL,2007,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,EL,2013,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,EL,2020,,bc
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,ES,2007,83.0,d
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,ES,2013,94.8,
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,ES,2020,84.5,b
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,EU27_2020,2007,69.0,d
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,EU27_2020,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,EU28,2007,68.3,d
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,FI,2007,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,FI,2013,31.6,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,FI,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,FR,2007,,du
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,FR,2013,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,FR,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,HU,2007,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,HU,2020,,bc
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,IE,2007,,du
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,IE,2013,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,IE,2020,,bc
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,IS,2007,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,IS,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,IT,2007,70.8,d
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,IT,2013,90.7,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,IT,2020,,bc
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,LT,2007,,c
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,LU,2007,97.4,du
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,LU,2013,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,LU,2020,,bc
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,MT,2007,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,MT,2013,,c
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,NL,2007,62.9,
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,NL,2020,70.2,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,NO,2007,,du
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,NO,2013,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,NO,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,PL,2007,,cd
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,PT,2007,71.3,d
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,PT,2013,76.1,
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,PT,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,RO,2007,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,RO,2013,,c
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,RO,2020,,bc
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,SE,2007,,du
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,SE,2013,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,SE,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,SI,2007,,cd
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,TR,2013,61.5,
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,UK,2007,61.2,du
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED0-2,PC_PER_ACC,UK,2013,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,AT,2007,2.2,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,AT,2013,1.9,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,AT,2020,2.7,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,BE,2007,,du
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,BE,2013,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,BE,2020,1.9,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,BG,2007,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,BG,2013,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,BG,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,CH,2013,2.6,
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,CH,2020,3.7,b
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,CY,2007,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,CY,2013,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,CY,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,CZ,2007,1.3,d
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,CZ,2013,0.7,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,CZ,2020,0.5,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,DE,2007,1.5,d
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,DE,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,DK,2007,3.1,du
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,DK,2013,3.3,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,DK,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,EA19,2007,1.5,d
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,EA19,2020,1.5,b
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,EE,2007,,du
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,EE,2013,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,EE,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,EL,2007,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,EL,2013,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,EL,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,ES,2007,1.7,d
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,ES,2013,2.1,
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,ES,2020,1.8,b
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,EU27_2020,2007,1.3,d
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,EU27_2020,2020,1.3,b
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,EU28,2007,1.3,d
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,FI,2007,2.9,
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,FI,2013,3.1,
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,FI,2020,3.9,b
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,FR,2007,,du
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,FR,2013,4.2,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,FR,2020,4.2,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,HR,2007,,du
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,HR,2013,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,HR,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,HU,2007,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,HU,2013,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,HU,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,IE,2007,0.5,du
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,IE,2013,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,IE,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,IS,2007,,u
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,IS,2020,,bu
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,IT,2007,0.6,d
dataflow,ESTAT:HSW_AC2(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP_M12,IT,2013,0.8,
