STRUCTURE,STRUCTURE_ID,freq,sex,age,unit,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,A,IS,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,A,IT,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,A,IT,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,A,LT,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,A,LT,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,A,LU,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,A,LU,2020,,c
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,A,LV,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,A,LV,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,A,MT,2020,,c
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,A,NL,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,A,NO,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,A,NO,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,A,PL,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,A,PL,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,A,PT,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,A,PT,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,A,RO,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,A,RO,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,A,SE,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,A,SE,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,A,SI,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,A,SI,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,A,SK,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,A,SK,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,A,TR,2013,1.8,
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,A,UK,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,AT,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,AT,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,BE,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,BE,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,BG,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,BG,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,CH,2013,11.2,
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,CH,2020,8.7,
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,CY,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,CY,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,CZ,2013,0.7,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,CZ,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,DE,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,DE,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,DK,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,DK,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,EA19,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,EA19,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,EE,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,EE,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,EL,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,EL,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,ES,2013,1.2,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,ES,2020,2.4,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,EU27_2020,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,EU27_2020,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,EU28,2013,1.9,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,FI,2013,9.3,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,FI,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,FR,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,FR,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,HR,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,HR,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,HU,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,HU,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,IE,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,IE,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,IS,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,IT,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,IT,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,LT,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,LT,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,LU,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,LU,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,LV,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,LV,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,MT,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,MT,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,NL,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,NO,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,NO,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,PL,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,PL,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,PT,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,PT,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,RO,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,RO,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,SE,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,SE,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,SI,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,SI,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,SK,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,SK,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,TR,2013,1.5,
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,B-E,UK,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,AT,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,AT,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,BE,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,BE,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,BG,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,BG,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,CH,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,CH,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,CY,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,CY,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,CZ,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,CZ,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,DE,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,DE,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,DK,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,DK,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,EA19,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,EA19,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,EE,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,EE,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,EL,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,EL,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,ES,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,ES,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,EU27_2020,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,EU27_2020,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,EU28,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,FI,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,FI,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,FR,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,FR,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,HR,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,HR,2020,,c
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,HU,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,HU,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,IE,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,IE,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,IS,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,IT,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,IT,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,LT,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,LT,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,LU,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,LU,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,LV,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,LV,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,MT,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,MT,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,NL,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,NO,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,NO,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,PL,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,PL,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,PT,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,PT,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,RO,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,RO,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,SE,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,SE,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,SI,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,SI,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,SK,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,SK,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,TR,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,F,UK,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,G-J,AT,2013,2.7,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,G-J,AT,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,G-J,BE,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,G-J,BE,2020,2.0,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,G-J,BG,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,G-J,BG,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,G-J,CH,2013,6.7,
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,G-J,CH,2020,5.8,
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,G-J,CY,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,G-J,CY,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,G-J,CZ,2013,1.2,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,G-J,CZ,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,G-J,DE,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,G-J,DE,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,G-J,DK,2013,3.6,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,G-J,DK,2020,2.8,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,G-J,EA19,2013,3.1,
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,G-J,EA19,2020,2.1,
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,G-J,EE,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,G-J,EE,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,G-J,EL,2013,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,G-J,EL,2020,,u
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,G-J,ES,2013,3.2,
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,G-J,ES,2020,2.4,
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,G-J,EU27_2020,2013,2.6,
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,G-J,EU27_2020,2020,2.0,
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,G-J,EU28,2013,2.6,
dataflow,ESTAT:HSW_AC5B(1.0),A,F,Y15-34,PC_EMP_PREEMP_M12,G-J,FI,2013,10.9,
