STRUCTURE,STRUCTURE_ID,freq,hlth_pb,sex,age,c_birth,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU27_2020_FOR,PC,PL,2019,19.4,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU27_2020_FOR,PC,PT,2019,7.8,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU27_2020_FOR,PC,RO,2019,0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU27_2020_FOR,PC,RS,2019,0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU27_2020_FOR,PC,SE,2019,13.7,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU27_2020_FOR,PC,SI,2019,10.6,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU27_2020_FOR,PC,SK,2019,2.3,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU27_2020_FOR,PC,TR,2019,0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU28_FOR,PC,AT,2014,5.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU28_FOR,PC,BG,2014,,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU28_FOR,PC,CY,2014,3.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU28_FOR,PC,CZ,2014,3.7,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU28_FOR,PC,DE,2014,8.3,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU28_FOR,PC,DK,2014,11.9,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU28_FOR,PC,EE,2014,,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU28_FOR,PC,EL,2014,2.7,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU28_FOR,PC,ES,2014,5.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU28_FOR,PC,EU27_2020,2014,7.8,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU28_FOR,PC,EU28,2014,7.5,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU28_FOR,PC,FI,2014,4.8,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU28_FOR,PC,FR,2014,15.0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU28_FOR,PC,HR,2014,1.9,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU28_FOR,PC,HU,2014,12.0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU28_FOR,PC,IE,2014,4.9,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU28_FOR,PC,IS,2014,10.0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU28_FOR,PC,IT,2014,4.0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU28_FOR,PC,LT,2014,,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU28_FOR,PC,LU,2014,10.0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU28_FOR,PC,LV,2014,5.9,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU28_FOR,PC,MT,2014,8.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU28_FOR,PC,NO,2014,7.6,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU28_FOR,PC,PL,2014,8.1,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU28_FOR,PC,PT,2014,7.8,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU28_FOR,PC,RO,2014,0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU28_FOR,PC,SE,2014,12.8,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU28_FOR,PC,SI,2014,11.5,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU28_FOR,PC,SK,2014,4.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU28_FOR,PC,TR,2014,6.8,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,EU28_FOR,PC,UK,2014,5.7,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,AT,2014,7.3,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,AT,2019,8.0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,BE,2019,15.1,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,BG,2014,,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,BG,2019,10.7,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,CY,2014,2.3,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,CY,2019,1.6,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,CZ,2014,5.7,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,CZ,2019,2.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,DE,2014,11.3,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,DE,2019,11.8,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,DK,2014,12.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,DK,2019,13.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,EE,2014,12.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,EE,2019,17.9,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,EL,2014,2.6,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,EL,2019,3.0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,ES,2014,7.7,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,ES,2019,6.3,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,EU27_2020,2014,9.8,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,EU27_2020,2019,10.9,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,EU28,2014,9.3,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,FI,2014,9.0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,FI,2019,15.0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,FR,2014,17.8,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,FR,2019,19.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,HR,2014,3.3,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,HR,2019,12.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,HU,2014,12.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,HU,2019,3.5,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,IE,2014,6.1,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,IE,2019,5.1,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,IS,2014,10.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,IS,2019,0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,IT,2014,3.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,IT,2019,3.7,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,LT,2014,7.6,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,LT,2019,7.0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,LU,2014,9.9,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,LU,2019,9.7,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,LV,2014,7.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,LV,2019,11.7,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,MT,2014,4.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,MT,2019,10.6,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,NL,2019,11.9,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,NO,2014,9.7,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,NO,2019,0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,PL,2014,18.0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,PL,2019,15.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,PT,2014,9.0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,PT,2019,6.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,RO,2014,,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,RO,2019,,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,RS,2019,0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,SE,2014,16.0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,SE,2019,15.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,SI,2014,9.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,SI,2019,8.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,SK,2014,3.9,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,SK,2019,9.3,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,TR,2014,6.5,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,TR,2019,0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,FOR,PC,UK,2014,6.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,AT,2014,5.0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,AT,2019,6.5,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,BE,2019,9.5,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,BG,2014,9.1,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,BG,2019,5.5,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,CY,2014,6.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,CY,2019,3.5,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,CZ,2014,3.9,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,CZ,2019,5.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,DE,2014,8.9,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,DE,2019,9.3,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,DK,2014,7.5,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,DK,2019,8.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,EE,2014,7.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,EE,2019,8.5,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,EL,2014,5.7,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,EL,2019,3.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,ES,2014,9.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,ES,2019,6.5,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,EU27_2020,2014,7.6,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,EU27_2020,2019,7.8,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,EU28,2014,7.8,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,FI,2014,4.5,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,FI,2019,6.1,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,FR,2014,8.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,FR,2019,11.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,HR,2014,3.9,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,HR,2019,9.9,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,HU,2014,12.1,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,HU,2019,6.3,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,IE,2014,6.0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,IE,2019,5.6,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,IS,2014,10.9,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,IS,2019,8.6,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,IT,2014,5.5,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,IT,2019,5.7,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,LT,2014,5.0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,LT,2019,6.8,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,LU,2014,8.6,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,LU,2019,9.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,LV,2014,5.3,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,LV,2019,6.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,MT,2014,7.1,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,MT,2019,10.8,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,NL,2019,8.5,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,NO,2014,6.6,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,NO,2019,0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,PL,2014,6.3,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,PL,2019,5.8,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,PT,2014,14.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,PT,2019,11.0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,RO,2014,5.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,RO,2019,4.9,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,RS,2019,2.7,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,SE,2014,9.9,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,SE,2019,10.5,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,SI,2014,6.6,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,SI,2019,8.6,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,SK,2014,3.8,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,SK,2019,3.6,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,TR,2014,8.5,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,TR,2019,7.7,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NAT,PC,UK,2014,9.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NEU27_2020_FOR,PC,AT,2019,8.1,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NEU27_2020_FOR,PC,BE,2019,16.4,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NEU27_2020_FOR,PC,BG,2019,10.2,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NEU27_2020_FOR,PC,CY,2019,1.5,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NEU27_2020_FOR,PC,CZ,2019,2.7,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NEU27_2020_FOR,PC,DE,2019,10.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NEU27_2020_FOR,PC,DK,2019,17.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NEU27_2020_FOR,PC,EE,2019,17.8,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NEU27_2020_FOR,PC,EL,2019,3.6,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NEU27_2020_FOR,PC,ES,2019,6.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NEU27_2020_FOR,PC,EU27_2020,2019,11.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NEU27_2020_FOR,PC,FI,2019,14.6,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NEU27_2020_FOR,PC,FR,2019,21.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NEU27_2020_FOR,PC,HR,2019,12.4,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NEU27_2020_FOR,PC,HU,2019,6.6,u
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NEU27_2020_FOR,PC,IE,2019,5.0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NEU27_2020_FOR,PC,IS,2019,0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NEU27_2020_FOR,PC,IT,2019,3.6,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NEU27_2020_FOR,PC,LT,2019,6.8,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NEU27_2020_FOR,PC,LU,2019,13.8,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NEU27_2020_FOR,PC,LV,2019,11.7,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NEU27_2020_FOR,PC,MT,2019,8.9,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NEU27_2020_FOR,PC,NL,2019,12.2,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NEU27_2020_FOR,PC,NO,2019,0,
dataflow,ESTAT:HLTH_EHIS_MH1B(1.0),A,DPR,F,TOTAL,NEU27_2020_FOR,PC,PL,2019,13.8,
