STRUCTURE,STRUCTURE_ID,freq,unit,sex,icd10,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,EU28,2012,20601,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,EU28,2013,20978,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,EU28,2014,20987,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,EU28,2015,24193,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,EU28,2016,20900,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,EU28,2017,22113,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,FI,2011,71,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,FI,2012,48,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,FI,2013,67,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,FI,2014,75,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,FI,2015,42,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,FI,2016,32,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,FI,2017,47,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,FI,2018,34,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,FI,2019,19,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,FI,2020,33,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,FI,2021,29,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,FR,2011,2431,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,FR,2012,2612,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,FR,2013,2692,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,FR,2014,2723,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,FR,2015,2933,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,FR,2016,2437,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,FR,2017,2787,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,FR,2018,2776,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,FR,2019,2968,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,FR,2020,2634,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,FX,2011,2381,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,FX,2012,2563,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,FX,2013,2621,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,FX,2014,2659,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,FX,2015,2881,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,FX,2016,2375,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,FX,2017,2715,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,FX,2018,2727,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,FX,2019,2905,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,FX,2020,2570,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,HR,2011,69,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,HR,2012,72,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,HR,2013,104,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,HR,2014,102,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,HR,2015,99,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,HR,2016,133,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,HR,2017,221,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,HR,2018,55,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,HR,2019,19,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,HR,2020,12,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,HU,2011,34,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,HU,2012,31,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,HU,2013,33,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,HU,2014,37,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,HU,2015,24,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,HU,2016,36,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,HU,2017,37,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,HU,2018,31,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,HU,2019,33,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,HU,2020,56,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,HU,2021,59,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,IE,2011,55,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,IE,2012,40,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,IE,2013,49,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,IE,2014,83,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,IE,2015,105,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,IE,2016,103,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,IE,2017,57,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,IE,2018,51,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,IE,2019,58,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,IE,2020,44,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,IS,2011,3,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,IS,2012,5,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,IS,2013,4,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,IS,2014,10,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,IS,2015,6,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,IS,2016,4,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,IS,2017,1,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,IS,2018,7,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,IS,2019,6,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,IS,2020,5,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,IT,2011,3001,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,IT,2012,3567,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,IT,2013,3885,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,IT,2014,4074,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,IT,2015,5313,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,IT,2016,3674,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,IT,2017,4538,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,IT,2018,4485,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,IT,2019,5040,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,IT,2020,4586,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LI,2012,1,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LI,2013,1,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LI,2014,1,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LI,2015,1,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LI,2017,2,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LI,2018,0,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LI,2019,0,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LI,2020,1,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LI,2021,1,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LT,2011,126,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LT,2012,124,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LT,2013,150,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LT,2014,171,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LT,2015,212,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LT,2016,232,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LT,2017,177,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LT,2018,177,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LT,2019,186,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LT,2020,207,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LT,2021,242,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LU,2011,23,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LU,2012,34,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LU,2013,24,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LU,2014,18,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LU,2015,27,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LU,2016,14,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LU,2017,30,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LU,2018,20,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LU,2019,11,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LU,2020,14,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LU,2021,23,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LV,2011,12,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LV,2012,14,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LV,2013,13,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LV,2014,18,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LV,2015,20,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LV,2016,29,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LV,2017,28,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LV,2018,30,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LV,2019,56,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LV,2020,45,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,LV,2021,70,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,MT,2011,6,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,MT,2012,8,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,MT,2013,6,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,MT,2014,8,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,MT,2015,8,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,MT,2016,14,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,MT,2017,13,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,MT,2018,26,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,MT,2019,18,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,MT,2020,38,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,NL,2011,588,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,NL,2012,556,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,NL,2013,785,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,NL,2014,808,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,NL,2015,918,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,NL,2016,759,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,NL,2017,745,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,NL,2018,718,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,NL,2019,676,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,NL,2020,509,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,NL,2021,473,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,NO,2011,183,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,NO,2012,201,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,NO,2013,198,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,NO,2014,164,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,NO,2015,156,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,NO,2016,130,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,NO,2017,158,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,NO,2018,128,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,NO,2019,129,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,NO,2020,119,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,PL,2011,876,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,PL,2012,587,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,PL,2013,252,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,PL,2014,168,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,PL,2015,93,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,PL,2016,86,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,PL,2017,31,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,PL,2018,7,
dataflow,ESTAT:HLTH_CD_IDO(1.0),A,NR,F,A41,PL,2019,12,
