STRUCTURE,STRUCTURE_ID,freq,sex,age,smoking,isced97,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_GE20,ED5_6,LV,2008,1.3,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_GE20,ED5_6,MT,2008,1.7,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_GE20,ED5_6,PL,2008,4.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_GE20,ED5_6,RO,2008,3.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_GE20,ED5_6,SI,2008,2.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_GE20,ED5_6,SK,2008,1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_GE20,TOTAL,BE,2008,5.4,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_GE20,TOTAL,BG,2008,6.7,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_GE20,TOTAL,CY,2008,5.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_GE20,TOTAL,CZ,2008,4.3,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_GE20,TOTAL,DE,2008,4.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_GE20,TOTAL,EE,2008,2.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_GE20,TOTAL,EL,2008,13.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_GE20,TOTAL,ES,2008,5.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_GE20,TOTAL,HU,2008,6.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_GE20,TOTAL,LV,2008,2.3,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_GE20,TOTAL,MT,2008,5.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_GE20,TOTAL,PL,2008,6.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_GE20,TOTAL,RO,2008,2.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_GE20,TOTAL,SI,2008,4.3,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_GE20,TOTAL,SK,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED0-2,BE,2008,11.7,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED0-2,BG,2008,5.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED0-2,CY,2008,4.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED0-2,CZ,2008,12.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED0-2,DE,2008,15.9,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED0-2,EE,2008,9.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED0-2,EL,2008,7.7,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED0-2,ES,2008,11.3,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED0-2,HU,2008,14.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED0-2,LV,2008,10.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED0-2,MT,2008,7.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED0-2,PL,2008,7,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED0-2,RO,2008,3.3,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED0-2,SI,2008,6.3,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED0-2,SK,2008,5.9,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED3_4,BE,2008,14.7,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED3_4,BG,2008,14.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED3_4,CY,2008,11.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED3_4,CZ,2008,17.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED3_4,DE,2008,17,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED3_4,EE,2008,14.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED3_4,EL,2008,18.3,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED3_4,ES,2008,18.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED3_4,HU,2008,18.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED3_4,LV,2008,13,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED3_4,MT,2008,10.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED3_4,PL,2008,14,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED3_4,RO,2008,8.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED3_4,SI,2008,12.7,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED3_4,SK,2008,12.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED5_6,BE,2008,8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED5_6,BG,2008,13,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED5_6,CY,2008,12.9,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED5_6,CZ,2008,4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED5_6,DE,2008,10.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED5_6,EE,2008,8.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED5_6,EL,2008,13.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED5_6,ES,2008,15.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED5_6,HU,2008,10.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED5_6,LV,2008,6.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED5_6,MT,2008,7.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED5_6,PL,2008,9.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED5_6,RO,2008,12.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED5_6,SI,2008,15.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,ED5_6,SK,2008,8.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,TOTAL,BE,2008,11.5,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,TOTAL,BG,2008,11.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,TOTAL,CY,2008,8.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,TOTAL,CZ,2008,15,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,TOTAL,DE,2008,15.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,TOTAL,EE,2008,12.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,TOTAL,EL,2008,12.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,TOTAL,ES,2008,13.9,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,TOTAL,HU,2008,15.3,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,TOTAL,LV,2008,10.7,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,TOTAL,MT,2008,9.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,TOTAL,PL,2008,11.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,TOTAL,RO,2008,6.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,TOTAL,SI,2008,11.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,TOTAL,DSM_LT20,TOTAL,SK,2008,10.7,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED0-2,BE,2008,5.5,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED0-2,BG,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED0-2,CY,2008,4.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED0-2,CZ,2008,6.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED0-2,DE,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED0-2,EE,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED0-2,EL,2008,7.9,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED0-2,ES,2008,4.7,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED0-2,HU,2008,8.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED0-2,LV,2008,2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED0-2,PL,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED0-2,RO,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED0-2,SI,2008,5.9,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED0-2,SK,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED3_4,BE,2008,3.7,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED3_4,BG,2008,8.3,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED3_4,CY,2008,7.5,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED3_4,DE,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED3_4,EE,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED3_4,EL,2008,9.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED3_4,ES,2008,5.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED3_4,HU,2008,3.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED3_4,MT,2008,1.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED3_4,PL,2008,2.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED3_4,RO,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED3_4,SI,2008,5.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED3_4,SK,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED5_6,BE,2008,0.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED5_6,CY,2008,5.9,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED5_6,DE,2008,3.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED5_6,EL,2008,12.5,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED5_6,ES,2008,0.7,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED5_6,MT,2008,3.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED5_6,PL,2008,1.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,ED5_6,RO,2008,2.3,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,TOTAL,BE,2008,3.4,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,TOTAL,BG,2008,5.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,TOTAL,CY,2008,6.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,TOTAL,CZ,2008,3.3,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,TOTAL,DE,2008,,c
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,TOTAL,EE,2008,1.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,TOTAL,EL,2008,9.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,TOTAL,ES,2008,4.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,TOTAL,HU,2008,5.3,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,TOTAL,LV,2008,0.9,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,TOTAL,MT,2008,2.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,TOTAL,PL,2008,2.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,TOTAL,RO,2008,1.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,TOTAL,SI,2008,5.3,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_GE20,TOTAL,SK,2008,0.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED0-2,BE,2008,11.6,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED0-2,BG,2008,5.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED0-2,CY,2008,4.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED0-2,CZ,2008,14.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED0-2,DE,2008,24.7,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED0-2,EE,2008,10.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED0-2,EL,2008,2.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED0-2,ES,2008,15.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED0-2,HU,2008,15.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED0-2,LV,2008,11.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED0-2,PL,2008,6.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED0-2,RO,2008,3.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED0-2,SI,2008,9.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED0-2,SK,2008,8.7,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED3_4,BE,2008,17.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED3_4,BG,2008,16.7,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED3_4,CY,2008,11.9,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED3_4,CZ,2008,16.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED3_4,DE,2008,18.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED3_4,EE,2008,16.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED3_4,EL,2008,27.7,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED3_4,ES,2008,16.3,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED3_4,HU,2008,17,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED3_4,LV,2008,13.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED3_4,MT,2008,8.4,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED3_4,PL,2008,10.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED3_4,RO,2008,6.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED3_4,SI,2008,10.3,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED3_4,SK,2008,13.5,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED5_6,BE,2008,9.7,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED5_6,CY,2008,14.3,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED5_6,DE,2008,20.9,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED5_6,EE,2008,4.2,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED5_6,EL,2008,12.9,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED5_6,ES,2008,16.3,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED5_6,HU,2008,12.7,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED5_6,LV,2008,8.8,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED5_6,MT,2008,9.1,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED5_6,PL,2008,7.9,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED5_6,RO,2008,8.1,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,ED5_6,SK,2008,4.3,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,TOTAL,BE,2008,12.7,u
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,TOTAL,BG,2008,11.3,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,TOTAL,CY,2008,9.6,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,TOTAL,CZ,2008,14.2,
dataflow,ESTAT:HLTH_EHIS_DE5(1.0),A,F,Y15-24,DSM_LT20,TOTAL,DE,2008,21.2,
