STRUCTURE,STRUCTURE_ID,freq,sex,age,hlthcare,quant_inc,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU3,PC,EU27_2020,2019,11.2,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU3,PC,FI,2019,22.9,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU3,PC,FR,2019,13.1,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU3,PC,HR,2019,17.6,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU3,PC,HU,2019,12.8,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU3,PC,IE,2019,9.5,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU3,PC,IS,2019,14.2,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU3,PC,IT,2019,10.4,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU3,PC,LT,2019,19.0,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU3,PC,LU,2019,9.9,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU3,PC,LV,2019,23.3,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU3,PC,MT,2019,3.1,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU3,PC,NL,2019,1.0,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU3,PC,NO,2019,4.5,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU3,PC,PL,2019,9.0,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU3,PC,PT,2019,30.4,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU3,PC,RO,2019,12.4,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU3,PC,RS,2019,13.8,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU3,PC,SE,2019,14.4,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU3,PC,SI,2019,14.8,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU3,PC,SK,2019,4.1,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU3,PC,TR,2019,10.9,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU4,PC,AT,2019,6.7,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU4,PC,BG,2019,8.6,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU4,PC,CY,2019,1.0,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU4,PC,CZ,2019,1.6,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU4,PC,DE,2019,7.0,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU4,PC,DK,2019,8.8,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU4,PC,EE,2019,20.9,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU4,PC,EL,2019,4.7,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU4,PC,ES,2019,6.8,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU4,PC,EU27_2020,2019,8.3,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU4,PC,FI,2019,17.9,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU4,PC,FR,2019,11.0,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU4,PC,HR,2019,16.0,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU4,PC,HU,2019,9.7,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU4,PC,IE,2019,14.3,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU4,PC,IS,2019,10.9,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU4,PC,IT,2019,8.6,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU4,PC,LT,2019,15.6,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU4,PC,LU,2019,5.7,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU4,PC,LV,2019,19.5,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU4,PC,MT,2019,3.8,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU4,PC,NL,2019,1.3,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU4,PC,NO,2019,2.2,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU4,PC,PL,2019,7.8,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU4,PC,PT,2019,24.1,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU4,PC,RO,2019,10.4,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU4,PC,RS,2019,13.5,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU4,PC,SE,2019,9.9,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU4,PC,SI,2019,13.2,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU4,PC,SK,2019,3.0,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU4,PC,TR,2019,9.0,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU5,PC,AT,2019,6.4,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU5,PC,BG,2019,6.6,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU5,PC,CY,2019,0.4,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU5,PC,CZ,2019,1.4,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU5,PC,DE,2019,5.8,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU5,PC,DK,2019,8.7,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU5,PC,EE,2019,16.1,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU5,PC,EL,2019,0.5,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU5,PC,ES,2019,3.5,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU5,PC,EU27_2020,2019,5.6,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU5,PC,FI,2019,10.7,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU5,PC,FR,2019,4.3,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU5,PC,HR,2019,13.5,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU5,PC,HU,2019,9.7,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU5,PC,IE,2019,7.3,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU5,PC,IS,2019,7.5,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU5,PC,IT,2019,6.2,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU5,PC,LT,2019,11.5,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU5,PC,LU,2019,4.2,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU5,PC,LV,2019,10.9,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU5,PC,MT,2019,2.6,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU5,PC,NL,2019,0.8,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU5,PC,NO,2019,1.6,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU5,PC,PL,2019,8.8,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU5,PC,PT,2019,11.8,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU5,PC,RO,2019,4.0,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU5,PC,RS,2019,8.3,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU5,PC,SE,2019,6.9,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU5,PC,SI,2019,12.7,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU5,PC,SK,2019,2.5,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,QU5,PC,TR,2019,8.0,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,TOTAL,PC,AT,2019,9.6,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,TOTAL,PC,BG,2019,13.4,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,TOTAL,PC,CY,2019,3.1,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,TOTAL,PC,CZ,2019,2.7,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,TOTAL,PC,DE,2019,10.0,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,TOTAL,PC,DK,2019,15.9,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,TOTAL,PC,EE,2019,26.6,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,TOTAL,PC,EL,2019,12.8,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,TOTAL,PC,ES,2019,11.0,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,TOTAL,PC,EU27_2020,2019,11.6,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,TOTAL,PC,FI,2019,22.4,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,TOTAL,PC,FR,2019,13.7,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,TOTAL,PC,HR,2019,11.8,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,TOTAL,PC,HU,2019,12.8,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,TOTAL,PC,IE,2019,9.3,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,TOTAL,PC,IS,2019,14.6,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,TOTAL,PC,IT,2019,11.1,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,TOTAL,PC,LT,2019,16.8,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,TOTAL,PC,LU,2019,9.8,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,TOTAL,PC,LV,2019,27.0,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,TOTAL,PC,MT,2019,3.9,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,TOTAL,PC,NL,2019,4.1,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,TOTAL,PC,NO,2019,5.0,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,TOTAL,PC,PL,2019,10.2,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,TOTAL,PC,PT,2019,31.1,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,TOTAL,PC,RO,2019,12.1,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,TOTAL,PC,RS,2019,15.0,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,TOTAL,PC,SE,2019,15.8,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,TOTAL,PC,SI,2019,13.7,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,TOTAL,PC,SK,2019,6.4,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_DENT,TOTAL,PC,TR,2019,12.0,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_MED,QU1,PC,AT,2019,8.6,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_MED,QU1,PC,BG,2019,14.5,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_MED,QU1,PC,CY,2019,5.6,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_MED,QU1,PC,CZ,2019,13.4,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_MED,QU1,PC,DE,2019,11.3,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_MED,QU1,PC,DK,2019,5.7,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_MED,QU1,PC,EE,2019,13.3,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_MED,QU1,PC,EL,2019,15.1,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_MED,QU1,PC,ES,2019,3.5,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_MED,QU1,PC,EU27_2020,2019,11.4,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_MED,QU1,PC,FI,2019,18.5,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_MED,QU1,PC,FR,2019,11.7,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_MED,QU1,PC,HR,2019,12.8,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_MED,QU1,PC,HU,2019,7.9,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_MED,QU1,PC,IE,2019,9.6,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_MED,QU1,PC,IS,2019,2.8,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_MED,QU1,PC,IT,2019,18.4,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_MED,QU1,PC,LT,2019,6.8,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_MED,QU1,PC,LU,2019,14.2,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_MED,QU1,PC,LV,2019,31.3,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_MED,QU1,PC,MT,2019,6.4,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_MED,QU1,PC,NL,2019,5.0,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_MED,QU1,PC,NO,2019,4.0,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_MED,QU1,PC,PL,2019,18.0,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_MED,QU1,PC,PT,2019,20.1,
dataflow,ESTAT:HLTH_EHIS_UN2I(1.0),A,F,TOTAL,HC_MED,QU1,PC,RO,2019,10.8,
