STRUCTURE,STRUCTURE_ID,freq,unit,l_serv,severity,emp_cont,nace_r1,diagnose,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,G,MUSC_SKE,EU_V,1999,36,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,G,OTHER,EU_V,1999,11,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,G,PULMONAR,EU_V,1999,213,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,G,STRESS,EU_V,1999,103,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,G,TOTAL,EU_V,1999,55,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,H,OTHER,EU_V,1999,14,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,H,PULMONAR,EU_V,1999,446,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,H,STRESS,EU_V,1999,80,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,H,TOTAL,EU_V,1999,48,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,I,MUSC_SKE,EU_V,1999,80,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,I,OTHER,EU_V,1999,153,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,I,TOTAL,EU_V,1999,73,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,J,MUSC_SKE,EU_V,1999,107,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,J,TOTAL,EU_V,1999,46,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,K,MUSC_SKE,EU_V,1999,114,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,K,STRESS,EU_V,1999,98,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,K,TOTAL,EU_V,1999,79,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,L,MUSC_SKE,EU_V,1999,47,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,L,OTHER,EU_V,1999,133,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,L,PULMONAR,EU_V,1999,57,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,L,STRESS,EU_V,1999,79,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,L,TOTAL,EU_V,1999,76,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,M,MUSC_SKE,EU_V,1999,52,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,M,OTHER,EU_V,1999,110,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,M,PULMONAR,EU_V,1999,115,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,M,STRESS,EU_V,1999,95,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,M,TOTAL,EU_V,1999,79,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,N,MUSC_SKE,EU_V,1999,142,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,N,OTHER,EU_V,1999,114,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,N,PULMONAR,EU_V,1999,277,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,N,STRESS,EU_V,1999,122,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,N,TOTAL,EU_V,1999,137,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,O,MUSC_SKE,EU_V,1999,41,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,O,OTHER,EU_V,1999,26,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,O,TOTAL,EU_V,1999,24,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,P,MUSC_SKE,EU_V,1999,107,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,P,TOTAL,EU_V,1999,61,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,TOTAL,MUSC_SKE,EU_V,1999,72,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,TOTAL,OTHER,EU_V,1999,65,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,TOTAL,PULMONAR,EU_V,1999,128,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,TOTAL,STRESS,EU_V,1999,63,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,LTD,TOTAL,TOTAL,EU_V,1999,71,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,A,MUSC_SKE,EU_V,1999,121,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,A,OTHER,EU_V,1999,98,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,A,PULMONAR,EU_V,1999,75,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,A,STRESS,EU_V,1999,21,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,A,TOTAL,EU_V,1999,88,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,B,MUSC_SKE,EU_V,1999,332,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,B,OTHER,EU_V,1999,173,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,B,TOTAL,EU_V,1999,195,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,C,MUSC_SKE,EU_V,1999,60,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,C,OTHER,EU_V,1999,73,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,C,PULMONAR,EU_V,1999,401,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,C,TOTAL,EU_V,1999,64,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,D,MUSC_SKE,EU_V,1999,88,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,D,OTHER,EU_V,1999,83,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,D,PULMONAR,EU_V,1999,120,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,D,STRESS,EU_V,1999,53,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,D,TOTAL,EU_V,1999,79,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,E,MUSC_SKE,EU_V,1999,86,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,E,OTHER,EU_V,1999,44,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,E,PULMONAR,EU_V,1999,143,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,E,STRESS,EU_V,1999,107,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,E,TOTAL,EU_V,1999,84,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,F,MUSC_SKE,EU_V,1999,133,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,F,OTHER,EU_V,1999,87,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,F,PULMONAR,EU_V,1999,55,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,F,STRESS,EU_V,1999,34,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,F,TOTAL,EU_V,1999,93,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,G,MUSC_SKE,EU_V,1999,106,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,G,OTHER,EU_V,1999,69,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,G,PULMONAR,EU_V,1999,54,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,G,STRESS,EU_V,1999,77,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,G,TOTAL,EU_V,1999,87,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,H,MUSC_SKE,EU_V,1999,85,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,H,OTHER,EU_V,1999,105,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,H,PULMONAR,EU_V,1999,86,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,H,STRESS,EU_V,1999,57,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,H,TOTAL,EU_V,1999,83,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,I,MUSC_SKE,EU_V,1999,141,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,I,OTHER,EU_V,1999,81,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,I,PULMONAR,EU_V,1999,98,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,I,STRESS,EU_V,1999,128,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,I,TOTAL,EU_V,1999,121,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,J,MUSC_SKE,EU_V,1999,64,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,J,OTHER,EU_V,1999,67,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,J,PULMONAR,EU_V,1999,51,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,J,STRESS,EU_V,1999,76,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,J,TOTAL,EU_V,1999,68,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,K,MUSC_SKE,EU_V,1999,88,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,K,OTHER,EU_V,1999,95,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,K,PULMONAR,EU_V,1999,107,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,K,STRESS,EU_V,1999,107,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,K,TOTAL,EU_V,1999,95,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,L,MUSC_SKE,EU_V,1999,106,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,L,OTHER,EU_V,1999,123,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,L,PULMONAR,EU_V,1999,93,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,L,STRESS,EU_V,1999,149,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,L,TOTAL,EU_V,1999,121,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,M,MUSC_SKE,EU_V,1999,111,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,M,OTHER,EU_V,1999,153,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,M,PULMONAR,EU_V,1999,156,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,M,STRESS,EU_V,1999,247,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,M,TOTAL,EU_V,1999,157,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,N,MUSC_SKE,EU_V,1999,168,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,N,OTHER,EU_V,1999,208,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,N,PULMONAR,EU_V,1999,148,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,N,STRESS,EU_V,1999,226,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,N,TOTAL,EU_V,1999,191,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,O,MUSC_SKE,EU_V,1999,64,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,O,OTHER,EU_V,1999,111,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,O,PULMONAR,EU_V,1999,87,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,O,STRESS,EU_V,1999,108,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,O,TOTAL,EU_V,1999,87,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,P,MUSC_SKE,EU_V,1999,50,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,P,OTHER,EU_V,1999,91,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,P,PULMONAR,EU_V,1999,63,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,P,STRESS,EU_V,1999,102,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,P,TOTAL,EU_V,1999,71,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,TOTAL,MUSC_SKE,EU_V,1999,107,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,TOTAL,OTHER,EU_V,1999,105,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,TOTAL,PULMONAR,EU_V,1999,103,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,TOTAL,STRESS,EU_V,1999,108,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,NLTD,TOTAL,TOTAL,EU_V,1999,106,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TNG_PROB,A,OTHER,EU_V,1999,292,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TNG_PROB,A,TOTAL,EU_V,1999,67,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TNG_PROB,D,OTHER,EU_V,1999,37,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TNG_PROB,E,OTHER,EU_V,1999,185,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TNG_PROB,E,TOTAL,EU_V,1999,42,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TNG_PROB,F,MUSC_SKE,EU_V,1999,52,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TNG_PROB,F,OTHER,EU_V,1999,34,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TNG_PROB,F,TOTAL,EU_V,1999,32,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TNG_PROB,G,OTHER,EU_V,1999,47,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TNG_PROB,G,TOTAL,EU_V,1999,11,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TNG_PROB,I,MUSC_SKE,EU_V,1999,79,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TNG_PROB,I,OTHER,EU_V,1999,204,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TNG_PROB,I,TOTAL,EU_V,1999,85,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TNG_PROB,J,MUSC_SKE,EU_V,1999,113,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TNG_PROB,J,TOTAL,EU_V,1999,50,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TNG_PROB,K,MUSC_SKE,EU_V,1999,31,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TNG_PROB,K,OTHER,EU_V,1999,129,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TNG_PROB,K,TOTAL,EU_V,1999,43,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TNG_PROB,L,MUSC_SKE,EU_V,1999,65,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TNG_PROB,L,TOTAL,EU_V,1999,30,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TNG_PROB,M,OTHER,EU_V,1999,25,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TNG_PROB,N,OTHER,EU_V,1999,69,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TNG_PROB,N,TOTAL,EU_V,1999,18,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TNG_PROB,TOTAL,MUSC_SKE,EU_V,1999,18,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TNG_PROB,TOTAL,OTHER,EU_V,1999,54,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TNG_PROB,TOTAL,TOTAL,EU_V,1999,21,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,A,MUSC_SKE,EU_V,1999,121,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,A,OTHER,EU_V,1999,96,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,A,PULMONAR,EU_V,1999,93,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,A,STRESS,EU_V,1999,23,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,A,TOTAL,EU_V,1999,89,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,B,MUSC_SKE,EU_V,1999,289,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,B,OTHER,EU_V,1999,525,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,B,TOTAL,EU_V,1999,256,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,C,MUSC_SKE,EU_V,1999,63,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,C,OTHER,EU_V,1999,67,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,C,PULMONAR,EU_V,1999,369,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,C,TOTAL,EU_V,1999,62,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,D,MUSC_SKE,EU_V,1999,82,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,D,OTHER,EU_V,1999,78,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,D,PULMONAR,EU_V,1999,114,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,D,STRESS,EU_V,1999,49,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,D,TOTAL,EU_V,1999,74,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,E,MUSC_SKE,EU_V,1999,79,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,E,OTHER,EU_V,1999,47,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,E,PULMONAR,EU_V,1999,132,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,E,STRESS,EU_V,1999,98,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,E,TOTAL,EU_V,1999,79,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,F,MUSC_SKE,EU_V,1999,121,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,F,OTHER,EU_V,1999,83,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,F,PULMONAR,EU_V,1999,46,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,F,STRESS,EU_V,1999,31,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,F,TOTAL,EU_V,1999,86,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,G,MUSC_SKE,EU_V,1999,96,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,G,OTHER,EU_V,1999,64,
dataflow,ESTAT:HSW_HP_SVCLN(1.0),A,RT,TOTAL,D_GE14,TOTAL,G,PULMONAR,EU_V,1999,59,
