STRUCTURE,STRUCTURE_ID,freq,unit,wstatus,med_spec,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EE,2012,835.04,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EE,2013,814.58,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EE,2014,799.60,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EE,2015,774.68,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EE,2016,753.60,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EE,2017,734.33,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EE,2018,725.56,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EE,2019,717.63,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EE,2020,707.19,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EE,2021,700.12,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,1980,1261.12,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,1981,1259.14,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,1982,1222.62,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,1983,1197.60,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,1984,1181.02,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,1985,1137.04,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,1986,1097.71,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,1987,1097.28,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,1988,1090.27,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,1989,1047.93,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,1990,1015.82,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,1991,1006.04,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,1992,999.62,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,1993,974.78,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,1994,967.60,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,1995,990.54,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,1996,929.05,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,1997,916.07,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,1998,897.34,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,1999,885.59,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,2000,874.11,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,2001,876.40,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,2002,831.77,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,2003,835.54,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,2004,822.71,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,2005,817.63,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,2006,777.18,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,2007,765.71,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,2008,754.16,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,2009,751.79,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,2010,758.57,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,2011,764.91,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,2012,777.38,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,2013,788.24,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,2014,792.41,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,2015,813.54,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,2016,814.82,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,2017,811.00,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,2018,806.98,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,2019,796.31,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,2020,782.75,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,EL,2021,768.17,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,1980,9501.06,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,1981,9364.74,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,1982,9344.65,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,1983,8562.48,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,1984,8186.75,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,1985,7488.71,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,1986,6743.21,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,1987,5296.39,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,1988,5166.86,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,1989,4116.16,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,1990,3756.39,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,1991,3463.99,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,1992,3316.20,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,1993,3213.95,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,1994,2986.64,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,1995,2835.00,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,1996,2681.31,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,1997,2619.67,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,1998,2493.24,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,1999,2391.03,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,2000,2313.14,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,2001,2207.30,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,2002,2147.60,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,2003,2108.86,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,2004,2038.56,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,2005,1970.80,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,2006,1905.46,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,2007,1844.86,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,2008,1788.31,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,2009,1734.82,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,2010,1673.86,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,2011,1607.94,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,2012,1499.76,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,2013,1436.89,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,2014,1396.41,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,2015,1340.75,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,2016,1301.49,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,2017,1269.95,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,2018,1238.46,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,2019,1214.53,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,2020,1191.17,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,ES,2021,1173.16,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,FI,1990,1191.79,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,FI,1991,1163.01,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,FI,1992,1144.61,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,FI,1993,1130.40,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,FI,1994,1103.76,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,FI,1995,1073.29,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,FI,1996,1059.23,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,FI,1997,1044.26,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,FI,1998,1034.01,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,FI,1999,1030.83,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,FI,2000,1030.09,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,FI,2001,1035.53,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,FI,2002,1041.37,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,FI,2003,1049.74,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,FI,2004,1057.05,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,FI,2005,1056.83,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,FI,2006,1066.48,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,FI,2007,1068.86,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,FI,2008,1074.28,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,FI,2009,1067.35,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,FI,2010,1071.17,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,FI,2011,1069.95,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,FI,2012,1060.11,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,FI,2013,1041.55,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,FI,2014,1030.47,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,FI,2015,1026.32,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,FI,2016,1032.37,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,FI,2017,1028.04,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,FI,2018,1020.07,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,FI,2019,1022.52,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,FI,2020,1025.51,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,HR,2019,803.95,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,HR,2020,771.05,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,HR,2021,742.22,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,HR,2022,709.59,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,HU,2007,1462.45,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,HU,2008,1427.30,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,HU,2009,1387.22,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,HU,2010,1344.63,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,HU,2011,1296.38,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,HU,2012,1224.74,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,HU,2013,1173.97,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,HU,2014,1127.21,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,HU,2015,1078.33,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,HU,2016,1031.53,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,HU,2017,1000.81,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,HU,2018,963.30,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,HU,2019,928.29,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,HU,2020,904.72,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,HU,2021,878.88,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,IE,1980,3303.78,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,IE,1981,3294.85,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,IE,1982,3260.80,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,IE,1983,3165.55,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,IE,1984,3123.27,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,IE,1985,3029.18,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,IE,1986,2937.50,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,IE,1987,2947.59,
dataflow,ESTAT:HLTH_RS_PRS2(1.0),A,HAB_P,LIC,DENT,IE,1988,2908.37,
