STRUCTURE,STRUCTURE_ID,freq,icha_hp,facility,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,BE,2021,2586632.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,BG,2011,240424.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,BG,2012,258878.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,BG,2013,276707.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,BG,2014,297882.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,BG,2015,304936.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,BG,2016,345238.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,BG,2017,379101.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,BG,2018,431619.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,BG,2019,458394.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,BG,2020,422940.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,BG,2021,488464.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CH,2013,730432.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CH,2014,804455.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CH,2015,830373.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CH,2016,870914.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CH,2017,928960.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CH,2018,970164.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CH,2019,1034229.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CH,2020,1052045.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CH,2021,1178655.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CY,1995,14274,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CY,1996,22342,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CY,1997,27241,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CY,1998,26012,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CY,1999,25854,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CY,2000,28003,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CY,2001,28173,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CY,2002,31646,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CY,2003,33846,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CY,2004,44776,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CY,2005,52140,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CY,2006,51887,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CY,2007,55702,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CY,2008,67842,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CY,2009,75157,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CY,2010,83536,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CY,2011,85709,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CY,2012,91184,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CY,2013,96265,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CY,2014,94491,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CY,2015,118628,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CY,2016,112037,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CY,2017,121510,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CY,2018,130763,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CY,2019,117133,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CY,2020,82855,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CY,2021,148192,bd
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CZ,2006,712320.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CZ,2007,743218.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CZ,2008,820113.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CZ,2009,871153.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CZ,2010,861721.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CZ,2011,893252.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CZ,2012,939478.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CZ,2013,952051.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CZ,2014,979227.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CZ,2015,1003663.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CZ,2016,1074250.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CZ,2017,1036773.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CZ,2018,1122370.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CZ,2019,1160510.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CZ,2020,1104229.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,CZ,2021,1200434.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DE,2005,2972307.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DE,2006,3207497.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DE,2007,3451514.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DE,2008,3707550.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DE,2009,4013282.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DE,2010,4183728.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DE,2011,4450125.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DE,2012,4709286.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DE,2013,4957593.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DE,2014,5271495.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DE,2015,5489698.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DE,2016,5825017.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DE,2017,6062959.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DE,2018,6296363.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DE,2019,6562471.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DE,2020,6473599.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DE,2021,6794197.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DK,2003,232869.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DK,2004,266983.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DK,2005,301640.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DK,2006,343665.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DK,2007,401646.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DK,2008,461948.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DK,2009,529665.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DK,2010,620710.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DK,2011,692274.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DK,2012,727661.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DK,2013,796727.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DK,2014,845889,b
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DK,2015,906547.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DK,2016,909709.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DK,2017,990012.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DK,2018,1065657.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DK,2019,1103299.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DK,2020,1137753.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,DK,2021,1205224.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,EE,2015,160531.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,EE,2016,171603.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,EE,2017,177191.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,EE,2018,173946.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,EE,2019,178256.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,EE,2020,166830.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,EE,2021,187397.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,EL,2012,740000,e
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,ES,1996,1377328.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,ES,1997,1553210.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,ES,1998,1715727.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,ES,1999,1917330.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,ES,2000,2088156.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,ES,2001,2294433.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,ES,2002,2516006.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,ES,2003,2621271.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,ES,2004,2782000.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,ES,2005,2899607.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,ES,2006,3095559.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,ES,2007,3284255.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,ES,2008,3500072.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,ES,2009,3678073.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,ES,2010,3830238.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,ES,2011,3932481.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,ES,2012,4013180.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,ES,2013,4272900.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,ES,2014,4517997.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,ES,2015,4672839.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,ES,2016,4883335.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,ES,2017,5126395.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,ES,2018,5286548.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,ES,2019,5599804.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,ES,2020,5172223.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,ES,2021,6013806,p
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,FI,2010,146307.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,FI,2011,146442.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,FI,2012,185980.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,FI,2013,209943.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,FI,2014,210191.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,FI,2015,211155.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,FI,2016,226180.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,FI,2017,294906.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,FI,2018,314296.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,FI,2019,368039.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,FI,2020,243687,p
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,FR,2001,3458574.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,FR,2002,3789222.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,FR,2003,4041165.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,FR,2004,4280893.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,FR,2005,4260704.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,FR,2006,4489655.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,FR,2007,4876204.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,FR,2008,5304630.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,FR,2009,5730185.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,FR,2010,5991125.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,FR,2011,6399076.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,FR,2012,6522283.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,FR,2013,7909566,b
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,FR,2014,7564982.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,FR,2015,8069499.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,FR,2016,8274448.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,FR,2017,7937441.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,FR,2018,8162305.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,FR,2019,8249034.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,FR,2020,8310754.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,FR,2021,9062144.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,HR,2012,289190.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,HR,2013,288623.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,HR,2014,338782.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,HR,2015,313106.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,HR,2016,340421.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,HR,2017,372196.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,HR,2018,402412.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,HR,2019,448252.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,HR,2020,401661.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,HR,2021,515276.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,HU,2018,384455,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,HU,2019,400325,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,HU,2020,427572,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,HU,2021,525733,d
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,IS,2008,31933.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,IS,2009,32050.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,IS,2010,34227.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,IS,2011,40158.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,IS,2012,40497.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,IS,2013,42799.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,IS,2014,41208.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,IS,2015,42629.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,IS,2016,47550.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,IS,2017,51904.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,IS,2018,57273.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,IS,2019,57334.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,IS,2020,50715.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,LI,2010,673.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,LI,2011,928.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,LI,2012,999.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,LI,2013,1393.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,LI,2014,1474.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,LI,2015,1573.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,LI,2016,1656.00,
dataflow,ESTAT:HLTH_CO_EXAM(1.0),A,HP1,CT_SCAN,NR,LI,2017,1458.00,
