STRUCTURE,STRUCTURE_ID,freq,unit,duration,sex,age,deg_urb,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG1,SI,2014,81.1,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG1,SI,2019,77.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG1,SK,2014,91.9,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG1,SK,2019,83.3,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG1,TR,2014,0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG1,TR,2019,0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG1,UK,2014,84.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,AT,2014,63.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,AT,2019,61.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,BE,2014,81.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,BE,2019,79.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,BG,2014,98.3,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,BG,2019,97.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,CY,2014,93.3,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,CY,2019,91.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,CZ,2014,83.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,CZ,2019,81.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,DE,2014,59.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,DE,2019,54.9,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,DK,2014,78.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,DK,2019,71.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,EE,2014,86.1,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,EE,2019,80.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,EL,2014,87.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,EL,2019,83.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,ES,2014,88.9,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,ES,2019,87.3,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,EU27_2020,2014,77.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,EU27_2020,2019,75.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,EU28,2014,78.2,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,FI,2014,79.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,FI,2019,76.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,FR,2014,74.3,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,FR,2019,72.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,HR,2014,89.2,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,HR,2019,85.2,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,HU,2014,87.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,HU,2019,86.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,IE,2014,74.3,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,IE,2019,78.1,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,IS,2014,72.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,IS,2019,57.3,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,IT,2014,84.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,IT,2019,82.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,LT,2014,88.9,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,LT,2019,83.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,LU,2014,69.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,LU,2019,62.9,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,LV,2014,90.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,LV,2019,81.2,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,MT,2014,90.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,MT,2019,84.3,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,NL,2014,80.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,NL,2019,81.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,NO,2014,81.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,NO,2019,77.1,d
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,PL,2014,91.9,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,PL,2019,85.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,PT,2014,78.2,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,PT,2019,72.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,RO,2014,97.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,RO,2019,95.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,RS,2019,0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,SE,2014,80.3,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,SE,2019,79.1,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,SI,2014,77.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,SI,2019,77.1,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,SK,2014,88.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,SK,2019,83.9,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,TR,2014,0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,TR,2019,0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG2,UK,2014,83.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,AT,2014,62.9,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,AT,2019,62.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,BE,2014,83.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,BE,2019,81.1,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,BG,2014,98.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,BG,2019,98.1,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,CY,2014,91.2,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,CY,2019,90.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,CZ,2014,84.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,CZ,2019,82.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,DE,2014,64.3,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,DE,2019,56.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,DK,2014,76.1,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,DK,2019,73.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,EE,2014,89.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,EE,2019,81.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,EL,2014,88.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,EL,2019,86.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,ES,2014,88.9,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,ES,2019,85.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,EU27_2020,2014,81.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,EU27_2020,2019,78.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,EU28,2014,81.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,FI,2014,75.9,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,FI,2019,75.2,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,FR,2014,75.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,FR,2019,77.1,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,HR,2014,90.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,HR,2019,87.3,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,HU,2014,89.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,HU,2019,87.1,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,IE,2014,71.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,IE,2019,74.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,IS,2014,72.1,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,IS,2019,69.3,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,IT,2014,85.2,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,IT,2019,83.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,LT,2014,90.9,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,LT,2019,78.2,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,LU,2014,66.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,LU,2019,64.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,LV,2014,91.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,LV,2019,88.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,MT,2014,86.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,MT,2019,86.1,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,NL,2014,80.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,NL,2019,75.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,NO,2014,82.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,NO,2019,76.6,d
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,PL,2014,93.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,PL,2019,88.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,PT,2014,76.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,PT,2019,71.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,RO,2014,97.9,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,RO,2019,96.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,RS,2019,0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,SE,2014,80.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,SE,2019,77.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,SI,2014,82.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,SI,2019,80.2,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,SK,2014,88.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,SK,2019,84.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,TR,2014,0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,TR,2019,0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,DEG3,UK,2014,83.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,TOTAL,AT,2014,63.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,TOTAL,AT,2019,62.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,TOTAL,BE,2014,82.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,TOTAL,BE,2019,80.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,TOTAL,BG,2014,98.0,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,TOTAL,BG,2019,97.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,TOTAL,CY,2014,90.8,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,TOTAL,CY,2019,88.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,TOTAL,CZ,2014,82.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,TOTAL,CZ,2019,80.2,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,TOTAL,DE,2014,61.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,TOTAL,DE,2019,56.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,TOTAL,DK,2014,77.2,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,TOTAL,DK,2019,73.2,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,TOTAL,EE,2014,87.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,TOTAL,EE,2019,80.1,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,TOTAL,EL,2014,87.6,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,TOTAL,EL,2019,84.5,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,TOTAL,ES,2014,87.7,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,TOTAL,ES,2019,85.2,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,TOTAL,EU27_2020,2014,79.4,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,TOTAL,EU27_2020,2019,76.9,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,TOTAL,EU28,2014,79.9,
dataflow,ESTAT:HLTH_EHIS_PA6U(1.0),A,PC,NEV,F,TOTAL,TOTAL,FI,2014,78.3,
