STRUCTURE,STRUCTURE_ID,freq,unit,med_spec,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,BG,2002,5760.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,BG,2003,5561.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,BG,2004,5685.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,BG,2005,5631.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,BG,2006,5521.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,BG,2007,5426.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,BG,2008,5043.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,BG,2009,5198.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,BG,2010,4961,b
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,BG,2011,4905.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,BG,2012,4789.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,BG,2013,4743.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,BG,2014,4703.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,BG,2015,4512.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,BG,2016,4610.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,BG,2017,4396.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,BG,2018,4322.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,BG,2019,4255.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,BG,2020,4174.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,BG,2021,4104.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,1985,1887.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,1986,1996.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,1987,2090.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,1988,2163.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,1989,2393.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,1990,2438.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,1991,2490.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,1992,2538.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,1993,2572.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,1994,2583.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,1995,2595.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,1996,2626.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,1997,2669.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,1998,2698.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,1999,2740.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,2000,2812.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,2001,2863.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,2002,3262.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,2003,3745.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,2004,3884.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,2005,3842.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,2006,3920.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,2007,4005.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,2008,4581,b
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,2009,4683.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,2010,4748.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,2011,8356,b
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,2012,8618.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,2013,8986.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,2014,9225.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,2015,9570.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,2016,9601.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,2017,9628.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,2018,9683.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,2019,9724.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,2020,9848.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CH,2021,9964.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CY,1985,0.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CY,1986,138.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CY,1987,0.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CY,1988,0.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CY,1989,188.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CY,1990,191.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CY,1991,205.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CY,1992,223.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CY,1993,229.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CY,1995,338.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CY,2000,288.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CY,2014,680.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CY,2015,735.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CY,2016,786.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CY,2017,833.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CY,2018,912.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CY,2019,842.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CY,2020,1018.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CY,2021,1085.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CZ,1995,7175,e
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CZ,2000,7465,e
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CZ,2005,7423,b
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CZ,2006,7404.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CZ,2007,7320.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CZ,2008,7332.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CZ,2009,7366.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CZ,2010,7369.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CZ,2011,7369.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CZ,2012,7386.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CZ,2013,7371.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CZ,2019,7330,be
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CZ,2020,7112,e
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,CZ,2021,7545,e
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DE,1991,58515.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DE,1992,60489.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DE,1993,62805.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DE,1994,64609.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DE,1995,66217.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DE,1996,67415.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DE,1997,67861.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DE,1998,68866.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DE,1999,70243.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DE,2000,72913.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DE,2001,73605.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DE,2002,73158.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DE,2003,72686.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DE,2004,70116.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DE,2005,70036.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DE,2006,68521.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DE,2007,68026.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DE,2008,69303.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DE,2009,71218.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DE,2010,74113.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DE,2011,75252.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DE,2012,75390.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DE,2013,78608.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DE,2014,80210.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DE,2015,78201.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DE,2016,79004.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DE,2017,79999.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DE,2018,80778.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DE,2019,82689.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DE,2020,84827.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DE,2021,86107.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DK,1994,2509.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DK,1995,2746.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DK,1996,2857.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DK,1997,3211.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DK,1998,3421.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DK,1999,3503.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DK,2000,3944.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DK,2001,3970.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DK,2002,3984.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DK,2003,3972.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DK,2004,4194.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DK,2005,4168.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DK,2006,4187.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DK,2007,4187.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DK,2008,4344.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DK,2009,4350.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DK,2010,4397.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DK,2011,4422.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DK,2012,4481.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DK,2013,4459.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DK,2014,4499.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DK,2015,4575.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DK,2016,4585.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DK,2017,4617.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DK,2018,4649.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DK,2019,4641.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,DK,2020,4638.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EE,1998,799.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EE,1999,948.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EE,2000,1048.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EE,2001,913.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EE,2002,969.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EE,2003,1004.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EE,2004,983.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EE,2005,982.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EE,2006,987.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EE,2007,1017.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EE,2008,1020.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EE,2009,979.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EE,2010,979.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EE,2011,1001.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EE,2012,959.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EE,2013,1052,b
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EE,2014,1057.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EE,2015,1052.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EE,2016,1061.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EE,2017,1059.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EE,2018,1097.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EE,2019,1102.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EE,2020,1084.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EE,2021,1156.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EL,2005,2911.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EL,2006,2772.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EL,2007,3499.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EL,2008,3057.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EL,2009,3124.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EL,2010,3391.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EL,2011,3369.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EL,2012,3456.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EL,2013,3494.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EL,2014,4307,b
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EL,2015,4396.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EL,2016,4521.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EL,2017,4651.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EL,2018,4390.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EL,2019,4732.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EL,2020,4769.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,EL,2021,4947.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,ES,2005,31210.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,ES,2006,32001.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,ES,2007,31590.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,ES,2008,33349.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,ES,2009,33958.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,ES,2010,34620.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,ES,2011,34722.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,ES,2012,35061.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,ES,2013,35017.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,ES,2014,34880.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,ES,2015,34735.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,ES,2016,34797.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,ES,2017,35378.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,ES,2018,41727,b
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,ES,2019,43131.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,ES,2020,43302.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,ES,2021,44762.00,
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,FI,2004,10116,d
dataflow,ESTAT:HLTH_RS_PHYSCAT(1.0),A,NR,GEN,FI,2005,9891,d
