STRUCTURE,STRUCTURE_ID,freq,duration,deg_urb,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,EL,2014,38.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,EL,2019,31.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,ES,2014,41.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,ES,2019,39.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,EU27_2020,2014,43.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,EU27_2020,2019,41.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,EU28,2014,44.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,FI,2014,44.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,FI,2019,45.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,FR,2014,37.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,FR,2019,41.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,HR,2014,39.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,HR,2019,34.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,HU,2014,35.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,HU,2019,34.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,IE,2014,57.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,IE,2019,56.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,IS,2014,41.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,IS,2019,32.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,IT,2014,31.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,IT,2019,26.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,LT,2014,47.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,LT,2019,40.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,LU,2014,37.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,LU,2019,39.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,LV,2014,47.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,LV,2019,46.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,MT,2014,55.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,MT,2019,57.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,NL,2014,49.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,NL,2019,47.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,NO,2014,54.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,NO,2019,54.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,PL,2014,48.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,PL,2019,48.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,PT,2014,30.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,PT,2019,29.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,RO,2014,77.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,RO,2019,71.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,RS,2019,0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,SE,2014,29.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,SE,2019,39.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,SI,2014,49.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,SI,2019,46.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,SK,2014,38.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,SK,2019,30.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,TR,2014,0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,TR,2019,0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,TOTAL,PC,UK,2014,51.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,AT,2014,85.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,AT,2019,92.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,BE,2014,97.2,u
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,BE,2019,97.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,BG,2014,88.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,BG,2019,85.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,CY,2014,98.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,CY,2019,99.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,CZ,2014,95.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,CZ,2019,94.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,DE,2014,95.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,DE,2019,93.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,DK,2014,95.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,DK,2019,95.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,EE,2014,86.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,EE,2019,83.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,EL,2014,91.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,EL,2019,92.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,ES,2014,95.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,ES,2019,95.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,EU27_2020,2014,94.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,EU27_2020,2019,94.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,EU28,2014,94.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,FI,2014,95.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,FI,2019,98.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,FR,2014,92.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,FR,2019,94.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,HR,2014,73.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,HR,2019,97.4,u
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,HU,2014,88.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,HU,2019,88.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,IE,2014,98.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,IE,2019,96.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,IS,2014,94.9,u
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,IS,2019,95.0,u
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,IT,2014,94.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,IT,2019,97.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,LT,2014,95.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,LT,2019,96.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,LU,2014,90.3,u
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,LU,2019,84.4,u
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,LV,2014,97.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,LV,2019,95.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,MT,2014,97.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,MT,2019,98.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,NL,2014,95.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,NL,2019,95.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,NO,2014,97.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,NO,2019,98.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,PL,2014,95.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,PL,2019,95.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,PT,2014,93.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,PT,2019,91.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,RO,2014,96.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,RO,2019,97.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,RS,2019,0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,SE,2014,97.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,SE,2019,95.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,SI,2014,98.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,SI,2019,95.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,SK,2014,88.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,SK,2019,94.5,u
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,TR,2014,0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,TR,2019,0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-24,PC,UK,2014,95.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-29,PC,AT,2019,89.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-29,PC,BE,2019,94.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-29,PC,BG,2019,82.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-29,PC,CY,2019,97.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-29,PC,CZ,2019,94.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-29,PC,DE,2019,89.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-29,PC,DK,2019,94.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-29,PC,EE,2019,85.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-29,PC,EL,2019,83.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-29,PC,ES,2019,92.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-29,PC,EU27_2020,2019,91.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-29,PC,FI,2019,95.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-29,PC,FR,2019,92.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-29,PC,HR,2019,94.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-29,PC,HU,2019,88.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-29,PC,IE,2019,93.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-29,PC,IS,2019,88.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-29,PC,IT,2019,92.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-29,PC,LT,2019,91.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-29,PC,LU,2019,81.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-29,PC,LV,2019,89.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-29,PC,MT,2019,96.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-29,PC,NL,2019,94.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-29,PC,NO,2019,93.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-29,PC,PL,2019,89.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-29,PC,PT,2019,86.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-29,PC,RO,2019,94.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-29,PC,RS,2019,0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-29,PC,SE,2019,94.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-29,PC,SI,2019,93.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-29,PC,SK,2019,81.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-29,PC,TR,2019,0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,AT,2014,64.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,BE,2014,72.8,u
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,BG,2014,58.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,CY,2014,82.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,CZ,2014,78.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,DE,2014,84.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,DK,2014,87.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,EE,2014,79.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,EL,2014,59.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,ES,2014,73.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,EU27_2020,2014,76.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,EU28,2014,78.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,FI,2014,83.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,FR,2014,74.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,HR,2014,70.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,HU,2014,67.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,IE,2014,85.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,IS,2014,77.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,IT,2014,66.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,LT,2014,77.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,LU,2014,66.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,LV,2014,77.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,MT,2014,86.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,NL,2014,83.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,NO,2014,82.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,PL,2014,81.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,PT,2014,61.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,RO,2014,84.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,SE,2014,72.3,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,SI,2014,88.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,SK,2014,65.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,TR,2014,0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-44,PC,UK,2014,88.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-64,PC,AT,2014,41.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-64,PC,AT,2019,48.8,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-64,PC,BE,2014,47.2,u
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-64,PC,BE,2019,54.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-64,PC,BG,2014,44.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-64,PC,BG,2019,41.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-64,PC,CY,2014,59.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-64,PC,CY,2019,56.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-64,PC,CZ,2014,49.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-64,PC,CZ,2019,49.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-64,PC,DE,2014,57.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-64,PC,DE,2019,56.9,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-64,PC,DK,2014,64.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-64,PC,DK,2019,63.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-64,PC,EE,2014,59.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-64,PC,EE,2019,49.4,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-64,PC,EL,2014,40.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-64,PC,EL,2019,35.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-64,PC,ES,2014,47.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-64,PC,ES,2019,47.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-64,PC,EU27_2020,2014,51.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-64,PC,EU27_2020,2019,51.2,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-64,PC,EU28,2014,53.1,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-64,PC,FI,2014,55.7,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-64,PC,FI,2019,57.5,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-64,PC,FR,2014,47.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-64,PC,FR,2019,51.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-64,PC,HR,2014,47.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-64,PC,HR,2019,48.6,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-64,PC,HU,2014,43.0,
dataflow,ESTAT:HLTH_EHIS_PA7U(1.0),A,NEV,DEG1,Y15-64,PC,HU,2019,44.8,
