STRUCTURE,STRUCTURE_ID,freq,sex,age,isced11,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,FR,2007,35.4,d
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,FR,2013,,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,FR,2020,,bu
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,HR,2007,,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,HR,2013,,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,HR,2020,,bu
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,HU,2007,,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,HU,2013,,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,HU,2020,,bu
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,IE,2007,1.9,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,IE,2013,,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,IE,2020,,bu
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,IS,2007,6.3,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,IS,2020,9.3,b
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,IT,2007,4.1,d
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,IT,2013,2.0,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,IT,2020,2.0,b
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,LT,2007,,du
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,LT,2013,,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,LT,2020,,bu
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,LU,2007,,du
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,LU,2013,10.2,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,LU,2020,11.5,bu
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,LV,2007,,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,LV,2013,,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,LV,2020,,bu
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,MT,2007,,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,MT,2013,,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,MT,2020,,bu
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,NL,2007,7.2,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,NL,2020,3.1,b
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,NO,2007,9.7,d
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,NO,2013,15.7,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,NO,2020,8.4,b
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,PL,2007,6.6,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,PL,2013,,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,PL,2020,17.0,bdu
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,PT,2007,,du
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,PT,2013,4.1,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,PT,2020,,bu
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,RO,2007,2.6,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,RO,2013,,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,RO,2020,,bu
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,SE,2007,8.9,d
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,SE,2013,14.7,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,SE,2020,,bu
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,SI,2007,,du
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,SI,2013,,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,SI,2020,,bu
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,SK,2007,,du
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,SK,2013,,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,SK,2020,,bu
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,TR,2013,0.8,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,UK,2007,2.2,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED0-2,PC_EMP_PREEMP,UK,2013,3.3,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,AT,2007,7.7,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,AT,2013,9.8,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,AT,2020,8.1,b
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,BE,2007,7.5,d
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,BE,2013,6.0,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,BE,2020,7.2,b
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,BG,2007,2.3,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,BG,2013,,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,BG,2020,,bu
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,CH,2013,7.6,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,CH,2020,11.8,b
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,CY,2007,2.9,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,CY,2013,1.7,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,CY,2020,,bu
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,CZ,2007,6.0,d
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,CZ,2013,2.1,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,CZ,2020,2.5,b
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,DE,2007,3.7,du
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,DE,2013,7.4,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,DE,2020,7.4,b
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,DK,2007,12.9,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,DK,2013,5.7,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,DK,2020,9.1,bu
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,EA19,2007,11.0,d
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,EA19,2013,6.5,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,EA19,2020,6.2,b
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,EE,2007,4.8,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,EE,2013,,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,EE,2020,,bu
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,EL,2007,2.5,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,EL,2013,2.4,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,EL,2020,1.2,bu
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,ES,2007,2.5,d
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,ES,2013,2.5,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,ES,2020,3.4,b
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,EU27_2020,2007,9.8,d
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,EU27_2020,2013,6.1,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,EU27_2020,2020,7.3,b
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,EU28,2007,8.8,d
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,EU28,2013,5.7,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,FI,2007,18.0,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,FI,2013,20.4,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,FI,2020,20.8,b
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,FR,2007,45.5,d
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,FR,2013,10.5,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,FR,2020,7.3,b
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,HR,2007,1.9,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,HR,2013,,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,HR,2020,,bu
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,HU,2007,2.5,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,HU,2013,1.2,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,HU,2020,0.7,bu
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,IE,2007,1.2,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,IE,2013,,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,IE,2020,,bu
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,IS,2007,,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,IS,2020,,bu
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,IT,2007,4.0,d
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,IT,2013,2.6,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,IT,2020,2.5,b
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,LT,2007,,du
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,LT,2013,,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,LT,2020,1.9,bu
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,LU,2007,,du
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,LU,2013,8.5,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,LU,2020,12.4,b
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,LV,2007,,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,LV,2013,,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,LV,2020,3.2,bu
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,MT,2007,,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,MT,2013,,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,MT,2020,,bu
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,NL,2007,8.4,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,NL,2020,5.4,b
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,NO,2007,10.8,d
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,NO,2013,11.3,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,NO,2020,16.3,b
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,PL,2007,9.4,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,PL,2013,4.8,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,PL,2020,20.9,bd
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,PT,2007,,du
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,PT,2013,3.8,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,PT,2020,4.9,b
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,RO,2007,1.9,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,RO,2013,,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,RO,2020,,bu
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,SE,2007,14.7,d
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,SE,2013,22.8,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,SE,2020,22.5,b
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,SI,2007,4.9,du
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,SI,2013,,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,SI,2020,2.5,bu
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,SK,2007,2.7,d
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,SK,2013,2.9,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,SK,2020,2.5,bu
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,TR,2013,1.1,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,UK,2007,3.0,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED3_4,PC_EMP_PREEMP,UK,2013,3.5,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED5-8,PC_EMP_PREEMP,AT,2007,,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED5-8,PC_EMP_PREEMP,AT,2013,7.0,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED5-8,PC_EMP_PREEMP,AT,2020,6.9,b
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED5-8,PC_EMP_PREEMP,BE,2007,5.5,d
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED5-8,PC_EMP_PREEMP,BE,2013,4.4,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED5-8,PC_EMP_PREEMP,BE,2020,5.2,b
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED5-8,PC_EMP_PREEMP,BG,2007,,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED5-8,PC_EMP_PREEMP,BG,2013,,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED5-8,PC_EMP_PREEMP,BG,2020,,bu
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED5-8,PC_EMP_PREEMP,CH,2013,4.8,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED5-8,PC_EMP_PREEMP,CH,2020,9.5,b
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED5-8,PC_EMP_PREEMP,CY,2007,4.4,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED5-8,PC_EMP_PREEMP,CY,2013,1.5,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED5-8,PC_EMP_PREEMP,CY,2020,,bu
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED5-8,PC_EMP_PREEMP,CZ,2007,3.5,du
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED5-8,PC_EMP_PREEMP,CZ,2013,1.0,u
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED5-8,PC_EMP_PREEMP,CZ,2020,0.7,bu
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED5-8,PC_EMP_PREEMP,DE,2007,5.9,du
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED5-8,PC_EMP_PREEMP,DE,2013,8.9,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED5-8,PC_EMP_PREEMP,DE,2020,6.2,b
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED5-8,PC_EMP_PREEMP,DK,2007,10.8,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED5-8,PC_EMP_PREEMP,DK,2013,4.7,
dataflow,ESTAT:HSW_PB1(1.0),A,F,Y15-34,ED5-8,PC_EMP_PREEMP,DK,2020,8.3,b
