STRUCTURE,STRUCTURE_ID,freq,unit,age,severity,wstatus,diagnose,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,EMP,PULMONAR,EU_V,1999,27126,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,EMP,SKIN_DIS,EU_V,1999,6098,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,EMP,STRESS,EU_V,1999,87291,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,EMP,TOTAL,EU_V,1999,449686,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,EMP,UNK,EU_V,1999,62267,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,EMP_W,CARDIO_V,EU_V,1999,14071,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,EMP_W,HEAD_EYE,EU_V,1999,6784,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,EMP_W,HEARING,EU_V,1999,7885,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,EMP_W,INFECTIO,EU_V,1999,18190,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,EMP_W,MUSC_SKE,EU_V,1999,199755,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,EMP_W,OTHER,EU_V,1999,29377,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,EMP_W,PULMONAR,EU_V,1999,28007,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,EMP_W,SKIN_DIS,EU_V,1999,6314,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,EMP_W,STRESS,EU_V,1999,89720,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,EMP_W,TOTAL,EU_V,1999,464604,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,EMP_W,UNK,EU_V,1999,64499,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,INAC,CARDIO_V,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,INAC,HEAD_EYE,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,INAC,HEARING,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,INAC,INFECTIO,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,INAC,MUSC_SKE,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,INAC,OTHER,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,INAC,PULMONAR,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,INAC,SKIN_DIS,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,INAC,STRESS,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,INAC,TOTAL,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,INAC,UNK,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,UNE,CARDIO_V,EU_V,1999,161,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,UNE,HEAD_EYE,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,UNE,HEARING,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,UNE,INFECTIO,EU_V,1999,1102,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,UNE,MUSC_SKE,EU_V,1999,7677,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,UNE,OTHER,EU_V,1999,219,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,UNE,PULMONAR,EU_V,1999,881,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,UNE,SKIN_DIS,EU_V,1999,217,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,UNE,STRESS,EU_V,1999,2429,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,UNE,TOTAL,EU_V,1999,14917,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D14-29,UNE,UNK,EU_V,1999,2232,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,EMP,CARDIO_V,EU_V,1999,4911,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,EMP,HEAD_EYE,EU_V,1999,12966,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,EMP,HEARING,EU_V,1999,3565,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,EMP,INFECTIO,EU_V,1999,22618,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,EMP,MUSC_SKE,EU_V,1999,134051,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,EMP,OTHER,EU_V,1999,12447,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,EMP,PULMONAR,EU_V,1999,29224,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,EMP,SKIN_DIS,EU_V,1999,4373,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,EMP,STRESS,EU_V,1999,40422,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,EMP,TOTAL,EU_V,1999,306260,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,EMP,UNK,EU_V,1999,41683,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,EMP_W,CARDIO_V,EU_V,1999,4911,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,EMP_W,HEAD_EYE,EU_V,1999,12966,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,EMP_W,HEARING,EU_V,1999,3565,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,EMP_W,INFECTIO,EU_V,1999,23303,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,EMP_W,MUSC_SKE,EU_V,1999,136474,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,EMP_W,OTHER,EU_V,1999,12447,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,EMP_W,PULMONAR,EU_V,1999,29373,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,EMP_W,SKIN_DIS,EU_V,1999,4612,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,EMP_W,STRESS,EU_V,1999,41476,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,EMP_W,TOTAL,EU_V,1999,311881,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,EMP_W,UNK,EU_V,1999,42754,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,INAC,CARDIO_V,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,INAC,HEAD_EYE,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,INAC,HEARING,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,INAC,INFECTIO,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,INAC,MUSC_SKE,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,INAC,OTHER,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,INAC,PULMONAR,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,INAC,SKIN_DIS,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,INAC,STRESS,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,INAC,TOTAL,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,INAC,UNK,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,UNE,CARDIO_V,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,UNE,HEAD_EYE,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,UNE,HEARING,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,UNE,INFECTIO,EU_V,1999,685,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,UNE,MUSC_SKE,EU_V,1999,2423,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,UNE,OTHER,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,UNE,PULMONAR,EU_V,1999,149,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,UNE,SKIN_DIS,EU_V,1999,238,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,UNE,STRESS,EU_V,1999,1054,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,UNE,TOTAL,EU_V,1999,5621,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D4-6,UNE,UNK,EU_V,1999,1071,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,EMP,CARDIO_V,EU_V,1999,7692,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,EMP,HEAD_EYE,EU_V,1999,11309,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,EMP,HEARING,EU_V,1999,3806,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,EMP,INFECTIO,EU_V,1999,17067,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,EMP,MUSC_SKE,EU_V,1999,160041,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,EMP,OTHER,EU_V,1999,17218,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,EMP,PULMONAR,EU_V,1999,29294,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,EMP,SKIN_DIS,EU_V,1999,7804,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,EMP,STRESS,EU_V,1999,43825,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,EMP,TOTAL,EU_V,1999,349241,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,EMP,UNK,EU_V,1999,51185,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,EMP_W,CARDIO_V,EU_V,1999,7934,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,EMP_W,HEAD_EYE,EU_V,1999,11456,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,EMP_W,HEARING,EU_V,1999,3806,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,EMP_W,INFECTIO,EU_V,1999,17796,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,EMP_W,MUSC_SKE,EU_V,1999,164183,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,EMP_W,OTHER,EU_V,1999,18354,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,EMP_W,PULMONAR,EU_V,1999,30270,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,EMP_W,SKIN_DIS,EU_V,1999,8529,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,EMP_W,STRESS,EU_V,1999,45159,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,EMP_W,TOTAL,EU_V,1999,359741,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,EMP_W,UNK,EU_V,1999,52254,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,INAC,CARDIO_V,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,INAC,HEAD_EYE,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,INAC,HEARING,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,INAC,INFECTIO,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,INAC,MUSC_SKE,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,INAC,OTHER,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,INAC,PULMONAR,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,INAC,SKIN_DIS,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,INAC,STRESS,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,INAC,TOTAL,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,INAC,UNK,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,UNE,CARDIO_V,EU_V,1999,242,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,UNE,HEAD_EYE,EU_V,1999,147,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,UNE,HEARING,EU_V,1999,0,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,UNE,INFECTIO,EU_V,1999,729,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,UNE,MUSC_SKE,EU_V,1999,4142,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,UNE,OTHER,EU_V,1999,1136,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,UNE,PULMONAR,EU_V,1999,976,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,UNE,SKIN_DIS,EU_V,1999,725,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,UNE,STRESS,EU_V,1999,1334,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,UNE,TOTAL,EU_V,1999,10501,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D7-13,UNE,UNK,EU_V,1999,1069,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D_GE183_PI,EMP,CARDIO_V,EU_V,1999,5223,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D_GE183_PI,EMP,HEAD_EYE,EU_V,1999,340,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D_GE183_PI,EMP,HEARING,EU_V,1999,1170,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D_GE183_PI,EMP,INFECTIO,EU_V,1999,231,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D_GE183_PI,EMP,MUSC_SKE,EU_V,1999,31293,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D_GE183_PI,EMP,OTHER,EU_V,1999,2254,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D_GE183_PI,EMP,PULMONAR,EU_V,1999,2557,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D_GE183_PI,EMP,SKIN_DIS,EU_V,1999,609,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D_GE183_PI,EMP,STRESS,EU_V,1999,4995,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D_GE183_PI,EMP,TOTAL,EU_V,1999,51204,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D_GE183_PI,EMP,UNK,EU_V,1999,2531,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D_GE183_PI,EMP_W,CARDIO_V,EU_V,1999,43109,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D_GE183_PI,EMP_W,HEAD_EYE,EU_V,1999,5521,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D_GE183_PI,EMP_W,HEARING,EU_V,1999,9182,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D_GE183_PI,EMP_W,INFECTIO,EU_V,1999,2342,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D_GE183_PI,EMP_W,MUSC_SKE,EU_V,1999,236870,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D_GE183_PI,EMP_W,OTHER,EU_V,1999,21470,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D_GE183_PI,EMP_W,PULMONAR,EU_V,1999,42737,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D_GE183_PI,EMP_W,SKIN_DIS,EU_V,1999,5306,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D_GE183_PI,EMP_W,STRESS,EU_V,1999,26029,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D_GE183_PI,EMP_W,TOTAL,EU_V,1999,396704,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D_GE183_PI,EMP_W,UNK,EU_V,1999,4141,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D_GE183_PI,INAC,CARDIO_V,EU_V,1999,37734,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D_GE183_PI,INAC,HEAD_EYE,EU_V,1999,5181,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D_GE183_PI,INAC,HEARING,EU_V,1999,7588,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D_GE183_PI,INAC,INFECTIO,EU_V,1999,2111,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D_GE183_PI,INAC,MUSC_SKE,EU_V,1999,200064,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D_GE183_PI,INAC,OTHER,EU_V,1999,18622,
dataflow,ESTAT:HSW_HP_SVDWA(1.0),A,NR,TOTAL,D_GE183_PI,INAC,PULMONAR,EU_V,1999,39339,
